00795799TROSGNISTAN MISSION              IS TD01N150410         
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  10781790000000070000
40                  13880730000000020000
40                  18064700000000040000
40                  12363710000000100000
40                  12363710000000100000
40                  12363710000000100000
40                  11420740000000020000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
