00795799TROSGNISTAN MISSION              IS TD01N141016                   
10795799TROSGNISTAN MISSION                                                     
20795799   9007378                                                              
30795799   9007378140801                                                        
40                  11353750000000020000
40                  11276790000000040000
40                  10643770000000060000
40                  11506710000000120000
40                  11945700000000040000
40                  13376740000000020000
40                  15536760000000020000
40                  15536760000000010000
40                  10547740000000060000
40                  10547740000000060000
40                  13370700000000020000
40                  11420740000000020000
40                  14062710000000020000
40                  15312760000000005000
40                  12012760000000020000
40                  10292710000000050000
40                  18717710000000020000
40                  14428700000000025000
40                  11388740000000040000
50795799   90073781408010000231000000008157500                                  
90795799          1408010000231000000008157500                                  
